"muniYear","state","muni","year","Winner2","nulos","noreg","muniYear1","total","PAN","PRI","PRD","PAN_PRD"
"18001_2014","18","001",2014,"PRI_PVEM_PNA",383,2,"18001_2014",17307,0,8621,7916,0
"18002_2014","18","002",2014,"PAN",159,1,"18002_2014",8140,3105,3059,0,0
"18003_2014","18","003",2014,"PRI_PVEM_PNA",169,15,"18003_2014",6519,2371,3997,0,0
"18004_2014","18","004",2014,"PRI_PVEM_PNA",1055,31,"18004_2014",28305,12641,12872,0,0
"18005_2014","18","005",2014,"PRI_PVEM_PNA",117,0,"18005_2014",5885,0,3007,2766,0
"18006_2014","18","006",2014,"PRI_PVEM_PNA",345,23,"18006_2014",12920,1587,6313,0,0
"18007_2014","18","007",2014,"PRI_PVEM_PNA",134,8,"18007_2014",9621,3924,5640,0,0
"18008_2014","18","008",2014,"PAN",376,17,"18008_2014",21007,11464,8583,0,0
"18009_2014","18","009",2014,"PRI_PVEM_PNA",477,6,"18009_2014",14502,5337,7497,0,0
"18010_2014","18","010",2014,"PRI_PVEM_PNA",598,5,"18010_2014",17278,4782,8437,0,0
"18011_2014","18","011",2014,"PRI_PVEM_PNA",228,5,"18011_2014",11593,5585,5655,0,0
"18012_2014","18","012",2014,"INDEP",867,20,"18012_2014",18432,3265,6699,0,0
"18013_2014","18","013",2014,"PRI_PVEM_PNA",120,4,"18013_2014",4485,1502,1860,0,0
"18014_2014","18","014",2014,"PRI_PVEM_PNA",399,9,"18014_2014",10348,0,4432,2967,0
"18015_2014","18","015",2014,"PRI_PVEM_PNA",957,21,"18015_2014",43765,0,21603,20350,0
"18016_2014","18","016",2014,"PRI_PVEM_PNA",309,2,"18016_2014",19707,0,10262,8909,0
"18017_2014","18","017",2014,"PAN",3767,169,"18017_2014",146574,81765,57185,0,0
"18018_2014","18","018",2014,"PRI_PVEM_PNA",370,2,"18018_2014",14682,5747,6496,0,0
"18019_2014","18","019",2014,"PRI_PVEM_PNA",123,4,"18019_2014",5308,1592,3541,0,0
"18020_2014","18","020",2014,"PRI_PVEM_PNA",1092,41,"18020_2014",42786,0,16676,15325,0
"03001_2015","03","001",2015,"PAN",2176,201,"03001_2015",73887,31114,9913,24545,0
"03002_2015","03","002",2015,"PAN",13,223,"03002_2015",28947,12818,10037,4975,0
"03003_2015","03","003",2015,"PAN",2878,313,"03003_2015",99819,41286,28226,15458,0
"03008_2015","03","008",2015,"PAN",14,151,"03008_2015",21252,9048,4210,939,0
"03009_2015","03","009",2015,"PAN",113,0,"03009_2015",8205,4807,2807,303,0
"04001_2015","04","001",2015,"Morena",985,NA,"04001_2015",28976,1326,10301,319,0
"04002_2015","04","002",2015,"PAN",339,NA,"04002_2015",11781,5427,5375,290,0
"04003_2015","04","003",2015,"PRI_PVEM",3774,NA,"04003_2015",106994,32574,43571,4394,0
"04004_2015","04","004",2015,"PAN",420,NA,"04004_2015",18906,11982,6294,98,0
"04005_2015","04","005",2015,"PAN",2675,NA,"04005_2015",82770,38239,28588,2505,0
"04006_2015","04","006",2015,"PRI_PVEM",1510,NA,"04006_2015",38047,8500,17613,3212,0
"04007_2015","04","007",2015,"PRI_PVEM",760,NA,"04007_2015",21307,8246,9335,1315,0
"04008_2015","04","008",2015,"PAN",423,NA,"04008_2015",16222,6857,3867,233,0
"04009_2015","04","009",2015,"PRI_PVEM",390,NA,"04009_2015",18407,8080,8827,108,0
"04010_2015","04","010",2015,"PRI_PVEM",79,NA,"04010_2015",6233,2829,3151,18,0
"04011_2015","04","011",2015,"PAN",80,NA,"04011_2015",5453,3130,2275,10,0
"09002_2015","09","002",2015,"Morena",9362,387,"09002_2015",205232,26839,44592,63572,0
"09003_2015","09","003",2015,"PRD_PT",19161,961,"09003_2015",340797,42735,66511,126113,0
"09004_2015","09","004",2015,"PRI_PVEM",3327,244,"09004_2015",106592,18361,45481,25755,0
"09005_2015","09","005",2015,"PRD_PT",25598,1252,"09005_2015",562127,48066,104129,205348,0
"09006_2015","09","006",2015,"PRD",9168,309,"09006_2015",156897,13167,42696,34271,0
"09007_2015","09","007",2015,"PRD_PT_PNA",34226,1078,"09007_2015",861515,34029,105435,422706,0
"09008_2015","09","008",2015,"PRI_PVEM",5353,200,"09008_2015",123540,10142,43364,37912,0
"09009_2015","09","009",2015,"PRI_PVEM",1736,92,"09009_2015",70262,602,31759,14039,0
"09010_2015","09","010",2015,"PRD_PT",17188,607,"09010_2015",332470,41861,74811,112894,0
"09011_2015","09","011",2015,"Morena",5522,142,"09011_2015",135350,6915,28800,36916,0
"09012_2015","09","012",2015,"Morena",15445,588,"09012_2015",294021,35296,55013,99958,0
"09013_2015","09","013",2015,"Morena",7612,297,"09013_2015",143496,9696,42868,17496,0
"09014_2015","09","014",2015,"PAN",12636,622,"09014_2015",188901,63832,40560,27901,0
"09015_2015","09","015",2015,"Morena",13648,801,"09015_2015",267627,23728,66951,84374,0
"09016_2015","09","016",2015,"PAN",7033,329,"09016_2015",186976,46072,22533,80281,0
"09017_2015","09","017",2015,"PRD_PT",9682,373,"09017_2015",241989,12882,37901,114572,0
"07001_2015","07","001",2015,"Mover",196,4,"07001_2015",7779,1789,1212,57,0
"07002_2015","07","002",2015,"Mover",204,0,"07002_2015",10017,0,88,38,0
"07003_2015","07","003",2015,"CU",323,0,"07003_2015",13255,972,805,48,0
"07004_2015","07","004",2015,"PVEM",413,0,"07004_2015",14547,93,6156,259,0
"07005_2015","07","005",2015,"PVEM",281,0,"07005_2015",10409,512,3536,296,0
"07006_2015","07","006",2015,"PRI",452,0,"07006_2015",13885,0,5249,860,0
"07007_2015","07","007",2015,"CU",95,0,"07007_2015",4956,5,1552,232,0
"07008_2015","07","008",2015,"PVEM",444,1,"07008_2015",12057,974,478,592,0
"07009_2015","07","009",2015,"CU",737,0,"07009_2015",18519,827,3011,373,0
"07010_2015","07","010",2015,"PRI",58,0,"07010_2015",2763,10,823,443,0
"07011_2015","07","011",2015,"PVEM",168,7,"07011_2015",9543,9,1534,2912,0
"07012_2015","07","012",2015,"Mover",631,60,"07012_2015",17725,296,3959,619,0
"07013_2015","07","013",2015,"PRI",597,2,"07013_2015",15102,149,6544,3113,0
"07014_2015","07","014",2015,"Mover",407,87,"07014_2015",10529,183,3371,0,0
"07015_2015","07","015",2015,"PVEM",735,2,"07015_2015",20378,141,5970,338,0
"07016_2015","07","016",2015,"PVEM",169,36,"07016_2015",9681,2138,1395,47,0
"07017_2015","07","017",2015,"PRI",0,0,"07017_2015",32970,255,12256,482,0
"07018_2015","07","018",2015,"PRD",75,0,"07018_2015",4351,4,1017,1885,0
"07019_2015","07","019",2015,"PRI",2471,14,"07019_2015",54694,477,29858,442,0
"07020_2015","07","020",2015,"CU",722,236,"07020_2015",20955,0,1614,0,0
"07021_2015","07","021",2015,"PVEM",168,2,"07021_2015",11330,166,3594,0,0
"07022_2015","07","022",2015,"PRI",338,3,"07022_2015",7724,44,2440,1848,0
"07023_2015","07","023",2015,"PVEM",2149,5,"07023_2015",38475,123,10043,118,0
"07024_2015","07","024",2015,"PRI",155,0,"07024_2015",5189,7,1867,1353,0
"07025_2015","07","025",2015,"PT",110,0,"07025_2015",3500,288,131,422,0
"07026_2015","07","026",2015,"PVEM",464,0,"07026_2015",15354,0,6159,478,0
"07027_2015","07","027",2015,"PRI",1499,5,"07027_2015",34902,421,15196,222,0
"07028_2015","07","028",2015,"CU",48,0,"07028_2015",3512,3,1140,7,0
"07029_2015","07","029",2015,"Morena",82,1,"07029_2015",3002,262,39,0,0
"07030_2015","07","030",2015,"PVEM",561,0,"07030_2015",15821,31,1993,128,0
"07031_2015","07","031",2015,"PVEM",2546,3,"07031_2015",47463,89,15804,183,0
"07032_2015","07","032",2015,"PRI",463,0,"07032_2015",12979,59,4584,1049,0
"07033_2015","07","033",2015,"PVEM",57,0,"07033_2015",3650,1055,12,0,0
"07034_2015","07","034",2015,"PRI",1123,2,"07034_2015",29008,68,14617,318,0
"07035_2015","07","035",2015,"PRI",272,95,"07035_2015",6561,511,2544,72,0
"07036_2015","07","036",2015,"PVEM",37,27,"07036_2015",3241,1,1512,0,0
"07037_2015","07","037",2015,"PVEM",482,5,"07037_2015",16643,238,1613,2235,0
"07039_2015","07","039",2015,"PRI",454,5,"07039_2015",12286,0,5620,49,0
"07038_2015","07","038",2015,"PRD",473,2,"07038_2015",9791,28,2149,3432,0
"07040_2015","07","040",2015,"CU",680,4,"07040_2015",20035,701,2378,132,0
"07041_2015","07","041",2015,"PVEM",648,13,"07041_2015",21165,11,108,0,0
"07042_2015","07","042",2015,"PRD",119,1,"07042_2015",5076,0,261,2270,0
"07043_2015","07","043",2015,"PRI",99,0,"07043_2015",5260,179,2692,0,0
"07044_2015","07","044",2015,"PVEM",187,63,"07044_2015",13173,15,63,21,0
"07045_2015","07","045",2015,"PVEM",51,0,"07045_2015",3467,6,1529,1,0
"07046_2015","07","046",2015,"PVEM",638,456,"07046_2015",20705,437,623,383,0
"07047_2015","07","047",2015,"PRI",309,0,"07047_2015",9647,18,4770,1920,0
"07048_2015","07","048",2015,"PVEM",314,31,"07048_2015",9646,93,2095,61,0
"07049_2015","07","049",2015,"PRI",290,0,"07049_2015",10282,0,5844,0,0
"07050_2015","07","050",2015,"CU",63,0,"07050_2015",3700,1157,871,12,0
"07051_2015","07","051",2015,"Mover",549,25,"07051_2015",17368,2636,2173,600,0
"07052_2015","07","052",2015,"PVEM",2904,59,"07052_2015",46505,196,3891,10054,0
"07053_2015","07","053",2015,"PVEM",83,6,"07053_2015",4022,0,1467,503,0
"07054_2015","07","054",2015,"PVEM",190,59,"07054_2015",12345,189,2077,2364,0
"07055_2015","07","055",2015,"PVEM",61,0,"07055_2015",3265,28,433,113,0
"07056_2015","07","056",2015,"PRI",309,5,"07056_2015",3946,0,1544,0,0
"07057_2015","07","057",2015,"CU",1154,2,"07057_2015",27011,67,3613,352,0
"07059_2015","07","059",2015,"PVEM",3679,198,"07059_2015",60807,5466,10061,725,0
"07060_2015","07","060",2015,"PRI",36,1,"07060_2015",5948,4,3072,8,0
"07061_2015","07","061",2015,"MC",1043,9,"07061_2015",37833,2768,3377,4111,0
"07062_2015","07","062",2015,"PRI",197,0,"07062_2015",9489,72,4236,0,0
"07063_2015","07","063",2015,"PVEM",55,0,"07063_2015",2167,608,111,17,0
"07064_2015","07","064",2015,"PVEM",1437,19,"07064_2015",22964,142,1025,575,0
"07065_2015","07","065",2015,"PVEM",1700,3,"07065_2015",43482,202,943,769,0
"07066_2015","07","066",2015,"PRD",261,1,"07066_2015",9238,15,0,3741,0
"07067_2015","07","067",2015,"PAN",158,0,"07067_2015",6100,2859,36,756,0
"07068_2015","07","068",2015,"PVEM",758,4,"07068_2015",13763,94,961,2517,0
"07069_2015","07","069",2015,"PVEM",584,3,"07069_2015",22847,1585,4425,1770,0
"07070_2015","07","070",2015,"CU",172,1,"07070_2015",6263,18,1009,70,0
"07072_2015","07","072",2015,"PRD",352,6,"07072_2015",13109,58,777,5703,0
"07073_2015","07","073",2015,"PVEM",0,0,"07073_2015",4641,8,83,1631,0
"07074_2015","07","074",2015,"PVEM",308,103,"07074_2015",17254,81,2740,938,0
"07075_2015","07","075",2015,"PVEM",592,4,"07075_2015",11531,62,1464,145,0
"07076_2015","07","076",2015,"PVEM",260,1,"07076_2015",14144,15,36,6162,0
"07077_2015","07","077",2015,"PVEM",891,1,"07077_2015",27107,248,1709,7407,0
"07078_2015","07","078",2015,"PVEM",3404,716,"07078_2015",55038,2661,5887,7359,0
"07079_2015","07","079",2015,"Mover",570,63,"07079_2015",17393,390,4311,134,0
"07112_2015","07","112",2015,"PRI",480,0,"07112_2015",15689,88,8896,176,0
"07110_2015","07","110",2015,"PVEM",32,0,"07110_2015",3672,3,1252,329,0
"07080_2015","07","080",2015,"CU",584,5,"07080_2015",16884,439,2836,1815,0
"07081_2015","07","081",2015,"PVEM",474,0,"07081_2015",20784,24,9349,89,0
"07082_2015","07","082",2015,"Mover",73,0,"07082_2015",6728,0,13,0,0
"07083_2015","07","083",2015,"PRI",183,1,"07083_2015",9408,0,4831,0,0
"07084_2015","07","084",2015,"PVEM",102,0,"07084_2015",4387,441,1305,0,0
"07085_2015","07","085",2015,"PRI",98,0,"07085_2015",5296,224,2101,121,0
"07086_2015","07","086",2015,"PVEM",212,100,"07086_2015",11373,1579,784,89,0
"07087_2015","07","087",2015,"PVEM",400,0,"07087_2015",14759,1476,3246,67,0
"07088_2015","07","088",2015,"PNA",30,0,"07088_2015",1523,0,12,0,0
"07089_2015","07","089",2015,"Morena",4093,84,"07089_2015",92841,4337,20796,1711,0
"07090_2015","07","090",2015,"PRD",40,0,"07090_2015",2632,0,1224,1300,0
"07091_2015","07","091",2015,"PVEM",183,1,"07091_2015",5771,59,208,49,0
"07092_2015","07","092",2015,"PVEM",391,0,"07092_2015",10674,29,2504,0,0
"07093_2015","07","093",2015,"PRI",696,0,"07093_2015",18095,31,6641,4244,0
"07094_2015","07","094",2015,"PVEM",777,6,"07094_2015",16842,162,3839,52,0
"07096_2015","07","096",2015,"PVEM",1502,5,"07096_2015",31037,73,10264,2813,0
"07097_2015","07","097",2015,"PVEM",859,30,"07097_2015",34541,1433,9715,844,0
"07098_2015","07","098",2015,"PRD",31,2,"07098_2015",4464,5,5,2351,0
"07099_2015","07","099",2015,"PVEM",1253,118,"07099_2015",39862,148,311,271,0
"07100_2015","07","100",2015,"PVEM",529,4,"07100_2015",16893,26,324,45,0
"07102_2015","07","102",2015,"PVEM",627,0,"07102_2015",18513,1706,3386,2874,0
"07101_2015","07","101",2015,"PAN",5529,169,"07101_2015",161550,65719,15908,2389,0
"07103_2015","07","103",2015,"PRI",372,1,"07103_2015",12631,241,4455,1249,0
"07104_2015","07","104",2015,"PRI",165,9,"07104_2015",8661,12,4449,0,0
"07105_2015","07","105",2015,"PAN",217,8,"07105_2015",7564,2450,817,181,0
"07106_2015","07","106",2015,"PVEM",1514,25,"07106_2015",22726,298,5207,126,0
"07071_2015","07","071",2015,"PVEM",316,1,"07071_2015",13684,171,127,40,0
"07107_2015","07","107",2015,"PVEM",747,15,"07107_2015",27937,123,6562,179,0
"07108_2015","07","108",2015,"Mover",1424,9,"07108_2015",43114,1007,5125,2864,0
"07109_2015","07","109",2015,"PVEM",747,1,"07109_2015",16915,74,5455,0,0
"07111_2015","07","111",2015,"PRI",340,0,"07111_2015",22604,0,14571,54,0
"07113_2015","07","113",2015,"PRI",95,1,"07113_2015",2458,0,1525,0,0
"07114_2015","07","114",2015,"CU",179,0,"07114_2015",7816,152,1638,0,0
"07115_2015","07","115",2015,"PRD",120,0,"07115_2015",5534,0,74,2011,0
"07116_2015","07","116",2015,"PVEM",86,0,"07116_2015",5378,2326,0,0,0
"07117_2015","07","117",2015,"CU",93,0,"07117_2015",4140,62,215,108,0
"07118_2015","07","118",2015,"PVEM",55,1,"07118_2015",2010,0,333,0,0
"07119_2015","07","119",2015,"PVEM",7,0,"07119_2015",1720,0,0,0,0
"07123_2015","07","123",2015,"Mover",96,10,"07123_2015",5589,276,891,7,0
"07124_2015","07","124",2015,"PVEM",310,2,"07124_2015",10035,136,3463,959,0
"07122_2015","07","122",2015,"PT",122,0,"07122_2015",7514,26,1132,34,0
"06001_2015","06","001",2015,"PVEM",500,1,"06001_2015",12353,2385,3158,1641,0
"06002_2015","06","002",2015,"PAN",2207,23,"06002_2015",69638,22851,22739,1353,0
"06003_2015","06","003",2015,"PRI",273,2,"06003_2015",11249,4545,5125,370,0
"06004_2015","06","004",2015,"PAN",185,0,"06004_2015",14111,4992,7515,103,0
"06005_2015","06","005",2015,"PAN",330,1,"06005_2015",18501,7626,8853,1157,0
"06006_2015","06","006",2015,"PRI",107,0,"06006_2015",3701,218,1814,37,0
"06007_2015","06","007",2015,"PAN",1426,13,"06007_2015",91176,39812,42687,630,0
"06008_2015","06","008",2015,"PVEM",119,0,"06008_2015",5323,824,1999,0,0
"06009_2015","06","009",2015,"PAN",946,13,"06009_2015",59974,20358,33112,629,0
"06010_2015","06","010",2015,"PAN",1166,20,"06010_2015",69875,24657,35175,951,0
"12001_2015","12","001",2015,"PRI_PVEM_PNA",15701,272,"12001_2015",416429,46050,167101,142166,0
"12076_2015","12","076",2015,"PRD_PT",455,4,"12076_2015",23651,3637,6876,12947,0
"12002_2015","12","002",2015,"PAN",365,1,"12002_2015",17437,3267,6285,5496,0
"12003_2015","12","003",2015,"PRI_PVEM_PNA",306,0,"12003_2015",29995,153,15033,9321,0
"12004_2015","12","004",2015,"PRD_PT",425,3,"12004_2015",13550,0,5378,6562,0
"12005_2015","12","005",2015,"PRD_PT",127,17,"12005_2015",6532,15,1423,3399,0
"12006_2015","12","006",2015,"PRI_PVEM_PNA",197,2,"12006_2015",8857,11,3096,2237,0
"12007_2015","12","007",2015,"PRI_PVEM_PNA",289,12,"12007_2015",27795,54,14330,12506,0
"12008_2015","12","008",2015,"PRI_PVEM_PNA",106,0,"12008_2015",7230,0,3222,2255,0
"12009_2015","12","009",2015,"PRD_PT",171,1,"12009_2015",3971,11,1300,1394,0
"12010_2015","12","010",2015,"PRD_PT",774,0,"12010_2015",16919,2107,4256,6290,0
"12011_2015","12","011",2015,"PRI_PVEM_PNA",1016,8,"12011_2015",38014,69,16606,14388,0
"12012_2015","12","012",2015,"PRD_PT",1502,1,"12012_2015",41238,292,10217,18290,0
"12013_2015","12","013",2015,"PRD_PT",426,6,"12013_2015",12722,2,2641,7997,0
"12014_2015","12","014",2015,"PRI_PVEM_PNA",268,4,"12014_2015",15656,47,7811,7480,0
"12015_2015","12","015",2015,"PRD_PT",138,1,"12015_2015",11339,1048,3936,4050,0
"12028_2015","12","028",2015,"PRI_PVEM_PNA",2751,492,"12028_2015",81112,673,42495,30278,0
"12029_2015","12","029",2015,"PRI_PVEM_PNA",4274,51,"12029_2015",134133,1083,62860,51768,0
"12016_2015","12","016",2015,"PRI_PVEM_PNA",94,0,"12016_2015",13101,2,3673,5824,0
"12078_2015","12","078",2015,"PRD_PT",409,4,"12078_2015",18039,0,5663,9750,0
"12017_2015","12","017",2015,"PRD_PT",241,0,"12017_2015",12775,26,5472,6493,0
"12018_2015","12","018",2015,"PRI_PVEM_PNA",323,0,"12018_2015",9776,24,4204,2869,0
"12019_2015","12","019",2015,"PRD_PT",318,1,"12019_2015",11340,44,3174,3375,0
"12020_2015","12","020",2015,"PRD_PT",315,0,"12020_2015",15183,54,7440,6416,0
"12021_2015","12","021",2015,"PRI_PVEM_PNA",1282,20,"12021_2015",54733,388,31758,7919,0
"12022_2015","12","022",2015,"PRI_PVEM_PNA",422,8,"12022_2015",39812,162,21604,17459,0
"12023_2015","12","023",2015,"PRI_PVEM_PNA",406,11,"12023_2015",22014,409,10897,9213,0
"12024_2015","12","024",2015,"PRI_PVEM_PNA",162,6,"12024_2015",6884,22,3803,2006,0
"12025_2015","12","025",2015,"PRD_PT",234,0,"12025_2015",14632,0,3142,7583,0
"12026_2015","12","026",2015,"PRI_PVEM_PNA",150,11,"12026_2015",6755,0,3354,1106,0
"12027_2015","12","027",2015,"PRD_PT",188,0,"12027_2015",21692,32,10627,10734,0
"12075_2015","12","075",2015,"PRD_PT",780,3,"12075_2015",34779,86,14831,16280,0
"12030_2015","12","030",2015,"PRI_PVEM_PNA",336,12,"12030_2015",18964,21,7429,9104,0
"12031_2015","12","031",2015,"MC",72,0,"12031_2015",4992,6,510,2565,0
"12032_2015","12","032",2015,"PRI_PVEM_PNA",394,4,"12032_2015",23172,235,18606,3321,0
"12033_2015","12","033",2015,"PRD_PT",260,0,"12033_2015",12708,1192,3073,5641,0
"12034_2015","12","034",2015,"PRI_PVEM_PNA",678,4,"12034_2015",26266,311,12779,6830,0
"12035_2015","12","035",2015,"PRI_PVEM_PNA",2035,40,"12035_2015",76768,701,34635,28015,0
"12036_2015","12","036",2015,"PRI_PVEM_PNA",199,0,"12036_2015",9071,1167,2987,2467,0
"12081_2015","12","081",2015,"PRD_PT",162,2,"12081_2015",7712,42,2152,3237,0
"12037_2015","12","037",2015,"PRI_PVEM_PNA",75,0,"12037_2015",7721,0,4146,3347,0
"12079_2015","12","079",2015,"PRI_PVEM_PNA",407,1,"12079_2015",10166,601,3458,3064,0
"12039_2015","12","039",2015,"PRD_PT",557,0,"12039_2015",16338,2327,1167,7831,0
"12080_2015","12","080",2015,"PRI_PVEM_PNA",241,1,"12080_2015",5339,1402,1467,164,0
"12068_2015","12","068",2015,"PRD_PT",224,2,"12068_2015",29335,27,13005,14844,0
"12040_2015","12","040",2015,"PAN",384,5,"12040_2015",18246,4163,7025,6313,0
"12041_2015","12","041",2015,"PRD_PT",571,0,"12041_2015",18394,85,3054,9063,0
"12077_2015","12","077",2015,"PRI_PVEM_PNA",365,0,"12077_2015",8272,219,2886,480,0
"12042_2015","12","042",2015,"PRI_PVEM_PNA",644,0,"12042_2015",11990,93,4258,3442,0
"12043_2015","12","043",2015,"PRD_PT",606,3,"12043_2015",12646,0,2295,6258,0
"12044_2015","12","044",2015,"PRI_PVEM_PNA",369,0,"12044_2015",9508,35,3752,1096,0
"12045_2015","12","045",2015,"PRI_PVEM_PNA",361,4,"12045_2015",22256,22,12053,9311,0
"12046_2015","12","046",2015,"PRD_PT",1054,24,"12046_2015",50205,315,18400,29924,0
"12047_2015","12","047",2015,"PRI_PVEM_PNA",178,1,"12047_2015",6627,77,3377,1776,0
"12048_2015","12","048",2015,"PRD_PT",518,3,"12048_2015",34778,415,14493,17905,0
"12049_2015","12","049",2015,"PRI_PVEM_PNA",99,1,"12049_2015",10785,2048,5680,884,0
"12050_2015","12","050",2015,"PRI_PVEM_PNA",294,9,"12050_2015",27491,239,12425,12339,0
"12051_2015","12","051",2015,"PRD_PT",734,20,"12051_2015",24441,192,2650,17817,0
"12052_2015","12","052",2015,"MC",805,4,"12052_2015",24047,178,6147,9966,0
"12053_2015","12","053",2015,"PRI_PVEM_PNA",1422,17,"12053_2015",43621,471,22048,13763,0
"12054_2015","12","054",2015,"PRI_PVEM_PNA",230,0,"12054_2015",18191,187,7913,7576,0
"12055_2015","12","055",2015,"PRI_PVEM_PNA",1972,11,"12055_2015",66017,13776,36893,5788,0
"12056_2015","12","056",2015,"PRI_PVEM_PNA",1268,16,"12056_2015",32215,8077,13950,2052,0
"12057_2015","12","057",2015,"PRI_PVEM_PNA",849,11,"12057_2015",46528,85,26730,16337,0
"12058_2015","12","058",2015,"PRD_PT",980,8,"12058_2015",31827,433,2417,19145,0
"12059_2015","12","059",2015,"PRI_PVEM_PNA",565,8,"12059_2015",21015,4288,8400,2814,0
"12060_2015","12","060",2015,"PRI_PVEM_PNA",179,1,"12060_2015",10179,1931,6754,192,0
"12061_2015","12","061",2015,"PRI",0,0,"12061_2015",0,0,0,0,0
"12062_2015","12","062",2015,"PRD_PT",417,5,"12062_2015",14387,1978,4817,3971,0
"12063_2015","12","063",2015,"PRI",208,3,"12063_2015",7306,0,3932,2578,0
"12064_2015","12","064",2015,"PRD_PT",69,1,"12064_2015",12992,9,4316,8182,0
